Trdmnt,size_quintile,bm_quintile,portfolio,vw_return,excess_return,n_stocks
1992-10,1,4,S1B4,-0.073271,-0.079363,1
1992-10,1,5,S1B5,-0.295209,-0.301301,1
1992-10,2,1,S2B1,,,0
1992-10,2,2,S2B2,,,0
1992-10,2,3,S2B3,-0.324633,-0.330725,1
1992-10,2,4,S2B4,,,0
1992-10,2,5,S2B5,,,0
1992-10,3,1,S3B1,-0.412718,-0.41880999999999996,1
1992-10,3,2,S3B2,-0.254135,-0.260227,1
1992-10,3,3,S3B3,,,0
1992-10,3,4,S3B4,,,0
1992-10,3,5,S3B5,-0.165049,-0.171141,1
1992-10,4,1,S4B1,-0.258416,-0.26450799999999997,1
1992-10,4,2,S4B2,,,0
1992-10,4,3,S4B3,,,0
1992-10,4,4,S4B4,,,0
1992-10,4,5,S4B5,,,0
1992-10,5,1,S5B1,-0.140655,-0.146747,1
1992-10,5,2,S5B2,-0.119643,-0.12573499999999999,1
1992-10,5,3,S5B3,-0.19760548956570068,-0.20369748956570066,2
1992-10,5,4,S5B4,-0.167598,-0.17368999999999998,1
1992-10,5,5,S5B5,,,0
1992-11,1,1,S1B1,,,0
1992-11,1,2,S1B2,,,0
1992-11,1,3,S1B3,,,0
1992-11,1,4,S1B4,0.180401,0.17430900000000002,1
1992-11,1,5,S1B5,0.432018,0.425926,1
1992-11,2,1,S2B1,,,0
1992-11,2,2,S2B2,,,0
1992-11,2,3,S2B3,0.48095899999999997,0.474867,1
1992-11,2,4,S2B4,,,0
1992-11,2,5,S2B5,,,0
1992-11,3,1,S3B1,0.532909,0.526817,1
1992-11,3,2,S3B2,0.350806,0.344714,1
1992-11,3,3,S3B3,,,0
1992-11,3,4,S3B4,,,0
1992-11,3,5,S3B5,-0.05813999999999999,-0.06423199999999998,1
1992-11,4,1,S4B1,0.41522,0.409128,1
1992-11,4,2,S4B2,,,0
1992-11,4,3,S4B3,,,0
1992-11,4,4,S4B4,,,0
1992-11,4,5,S4B5,,,0
1992-11,5,1,S5B1,-0.004484,-0.010575999999999999,1
1992-11,5,2,S5B2,-0.066937,-0.073029,1
1992-11,5,3,S5B3,0.16909133149861838,0.1629993314986184,2
1992-11,5,4,S5B4,-0.020134,-0.026226,1
1992-11,5,5,S5B5,,,0
1992-12,1,1,S1B1,,,0
1992-12,1,2,S1B2,,,0
1992-12,1,3,S1B3,,,0
1992-12,1,4,S1B4,0.056603,0.050511,1
1992-12,1,5,S1B5,0.163859,0.15776700000000002,1
1992-12,2,1,S2B1,,,0
1992-12,2,2,S2B2,,,0
1992-12,2,3,S2B3,0.132381,0.126289,1
1992-12,2,4,S2B4,,,0
1992-12,2,5,S2B5,,,0
1992-12,3,1,S3B1,0.063711,0.057619000000000004,1
1992-12,3,2,S3B2,0.086566,0.080474,1
1992-12,3,3,S3B3,,,0
1992-12,3,4,S3B4,,,0
1992-12,3,5,S3B5,0.180247,0.174155,1
1992-12,4,1,S4B1,0.06603700000000001,0.05994500000000001,1
1992-12,4,2,S4B2,,,0
1992-12,4,3,S4B3,,,0
1992-12,4,4,S4B4,,,0
1992-12,4,5,S4B5,,,0
1992-12,5,1,S5B1,0.112613,0.106521,1
1992-12,5,2,S5B2,0.10869600000000001,0.10260400000000001,1
1992-12,5,3,S5B3,0.10063715471162743,0.09454515471162743,2
1992-12,5,4,S5B4,0.215753,0.20966100000000001,1
1992-12,5,5,S5B5,,,0
1993-01,1,1,S1B1,,,0
1993-01,1,2,S1B2,,,0
1993-01,1,3,S1B3,,,0
1993-01,1,4,S1B4,0.46964300000000003,0.46355100000000005,1
1993-01,1,5,S1B5,0.351316,0.34522400000000003,1
1993-01,2,1,S2B1,,,0
1993-01,2,2,S2B2,,,0
1993-01,2,3,S2B3,0.358284,0.352192,1
1993-01,2,4,S2B4,,,0
1993-01,2,5,S2B5,,,0
1993-01,3,1,S3B1,0.42708299999999993,0.42099099999999995,1
1993-01,3,2,S3B2,0.413462,0.40737,1
1993-01,3,3,S3B3,,,0
1993-01,3,4,S3B4,,,0
1993-01,3,5,S3B5,0.131799,0.125707,1
1993-01,4,1,S4B1,0.404425,0.398333,1
1993-01,4,2,S4B2,,,0
1993-01,4,3,S4B3,,,0
1993-01,4,4,S4B4,,,0
1993-01,4,5,S4B5,,,0
1993-01,5,1,S5B1,0.05668,0.050588,1
1993-01,5,2,S5B2,0.088235,0.082143,1
1993-01,5,3,S5B3,0.22294076199045113,0.21684876199045114,2
1993-01,5,4,S5B4,0.078873,0.072781,1
1993-01,5,5,S5B5,,,0
1993-02,1,1,S1B1,,,0
1993-02,1,2,S1B2,,,0
1993-02,1,3,S1B3,,,0
1993-02,1,4,S1B4,0.125395,0.119303,1
1993-02,1,5,S1B5,0.363194,0.35710200000000003,1
1993-02,2,1,S2B1,,,0
1993-02,2,2,S2B2,,,0
1993-02,2,3,S2B3,0.10835900000000001,0.10226700000000001,1
1993-02,2,4,S2B4,,,0
1993-02,2,5,S2B5,,,0
1993-02,3,1,S3B1,0.209854,0.20376200000000003,1
1993-02,3,2,S3B2,0.280855,0.27476300000000003,1
1993-02,3,3,S3B3,,,0
1993-02,3,4,S3B4,,,0
1993-02,3,5,S3B5,0.297597,0.291505,1
1993-02,4,1,S4B1,0.071204,0.065112,1
1993-02,4,2,S4B2,,,0
1993-02,4,3,S4B3,,,0
1993-02,4,4,S4B4,,,0
1993-02,4,5,S4B5,,,0
1993-02,5,1,S5B1,0.139847,0.133755,1
1993-02,5,2,S5B2,0.063063,0.056970999999999994,1
1993-02,5,3,S5B3,0.14808908627209802,0.14199708627209803,2
1993-02,5,4,S5B4,0.248042,0.24195000000000003,1
1993-02,5,5,S5B5,,,0
1993-03,1,1,S1B1,,,0
1993-03,1,2,S1B2,,,0
1993-03,1,3,S1B3,,,0
1993-03,1,4,S1B4,-0.346429,-0.352521,1
1993-03,1,5,S1B5,-0.161906,-0.16799799999999998,1
1993-03,2,1,S2B1,,,0
1993-03,2,2,S2B2,,,0
1993-03,2,3,S2B3,-0.30866,-0.314752,1
1993-03,2,4,S2B4,,,0
1993-03,2,5,S2B5,,,0
1993-03,3,1,S3B1,-0.280543,-0.286635,1
1993-03,3,2,S3B2,-0.10470600000000001,-0.11079800000000001,1
1993-03,3,3,S3B3,,,0
1993-03,3,4,S3B4,,,0
1993-03,3,5,S3B5,-0.13960100000000003,-0.14569300000000002,1
1993-03,4,1,S4B1,-0.381765,-0.387857,1
1993-03,4,2,S4B2,,,0
1993-03,4,3,S4B3,,,0
1993-03,4,4,S4B4,,,0
1993-03,4,5,S4B5,,,0
1993-03,5,1,S5B1,0.038655,0.032563,1
1993-03,5,2,S5B2,-0.077966,-0.084058,1
1993-03,5,3,S5B3,-0.1505268797480864,-0.1566188797480864,2
1993-03,5,4,S5B4,-0.046025,-0.052117000000000004,1
1993-03,5,5,S5B5,,,0
1993-04,1,1,S1B1,,,0
1993-04,1,2,S1B2,,,0
1993-04,1,3,S1B3,,,0
1993-04,1,4,S1B4,0.633725,0.627633,1
1993-04,1,5,S1B5,0.575758,0.569666,1
1993-04,2,1,S2B1,,,0
1993-04,2,2,S2B2,,,0
1993-04,2,3,S2B3,0.551515,0.545423,1
1993-04,2,4,S2B4,,,0
1993-04,2,5,S2B5,,,0
1993-04,3,1,S3B1,0.293501,0.287409,1
1993-04,3,2,S3B2,0.439918,0.433826,1
1993-04,3,3,S3B3,,,0
1993-04,3,4,S3B4,,,0
1993-04,3,5,S3B5,0.034768,0.028676,1
1993-04,4,1,S4B1,0.663178,0.6570860000000001,1
1993-04,4,2,S4B2,,,0
1993-04,4,3,S4B3,,,0
1993-04,4,4,S4B4,,,0
1993-04,4,5,S4B5,,,0
1993-04,5,1,S5B1,0.01411,0.008018,1
1993-04,5,2,S5B2,0.052158,0.046066,1
1993-04,5,3,S5B3,0.12270414477124102,0.11661214477124102,2
1993-04,5,4,S5B4,0.095494,0.089402,1
1993-04,5,5,S5B5,,,0
1993-05,1,1,S1B1,,,0
1993-05,1,2,S1B2,,,0
1993-05,1,3,S1B3,,,0
1993-05,1,4,S1B4,-0.225709,-0.23305499999999998,1
1993-05,1,5,S1B5,-0.298462,-0.305808,1
1993-05,2,1,S2B1,,,0
1993-05,2,2,S2B2,,,0
1993-05,2,3,S2B3,-0.303906,-0.31125200000000003,1
1993-05,2,4,S2B4,,,0
1993-05,2,5,S2B5,,,0
1993-05,3,1,S3B1,-0.283306,-0.290652,1
1993-05,3,2,S3B2,-0.264647,-0.27199300000000004,1
1993-05,3,3,S3B3,,,0
1993-05,3,4,S3B4,,,0
1993-05,3,5,S3B5,-0.137874,-0.14522,1
1993-05,4,1,S4B1,-0.251965,-0.259311,1
1993-05,4,2,S4B2,,,0
1993-05,4,3,S4B3,,,0
1993-05,4,4,S4B4,,,0
1993-05,4,5,S4B5,,,0
1993-05,5,1,S5B1,-0.098321,-0.10566700000000001,1
1993-05,5,2,S5B2,-0.182232,-0.189578,1
1993-05,5,3,S5B3,-0.1219194878847462,-0.1292654878847462,2
1993-05,5,4,S5B4,-0.119134,-0.12648,1
1993-05,5,5,S5B5,,,0
1993-06,1,1,S1B1,,,0
1993-06,1,2,S1B2,,,0
1993-06,1,3,S1B3,,,0
1993-06,1,4,S1B4,0.074219,0.06687299999999999,1
1993-06,1,5,S1B5,0.082785,0.07543899999999999,1
1993-06,2,1,S2B1,,,0
1993-06,2,2,S2B2,,,0
1993-06,2,3,S2B3,0.113356,0.10601,1
1993-06,2,4,S2B4,,,0
1993-06,2,5,S2B5,,,0
1993-06,3,1,S3B1,-0.210944,-0.21828999999999998,1
1993-06,3,2,S3B2,0.080451,0.07310499999999999,1
1993-06,3,3,S3B3,,,0
1993-06,3,4,S3B4,,,0
1993-06,3,5,S3B5,-0.090909,-0.09825500000000001,1
1993-06,4,1,S4B1,0.197257,0.189911,1
1993-06,4,2,S4B2,,,0
1993-06,4,3,S4B3,,,0
1993-06,4,4,S4B4,,,0
1993-06,4,5,S4B5,,,0
1993-06,5,1,S5B1,-0.11170199999999998,-0.11904799999999999,1
1993-06,5,2,S5B2,-0.061281,-0.06862700000000001,1
1993-06,5,3,S5B3,-0.06154549566150643,-0.06889149566150643,2
1993-06,5,4,S5B4,-0.11885200000000001,-0.126198,1
1993-06,5,5,S5B5,,,0
1993-07,1,1,S1B1,,,0
1993-07,1,2,S1B2,-0.03808832907928819,-0.04680732907928819,2
1993-07,1,3,S1B3,-0.05,-0.058719,1
1993-07,1,4,S1B4,-0.11657467851373182,-0.12529367851373183,2
1993-07,1,5,S1B5,-0.08461122064890396,-0.09333022064890396,2
1993-07,2,1,S2B1,,,0
1993-07,2,2,S2B2,-0.06814289919926843,-0.07686189919926843,2
1993-07,2,3,S2B3,-0.13791847955390335,-0.14663747955390335,2
1993-07,2,4,S2B4,,,0
1993-07,2,5,S2B5,-0.16455286333698838,-0.17327186333698838,3
1993-07,3,1,S3B1,-0.06426281187142857,-0.07298181187142858,2
1993-07,3,2,S3B2,-0.139733,-0.148452,1
1993-07,3,3,S3B3,-0.09804543041031544,-0.10676443041031544,3
1993-07,3,4,S3B4,-0.11674556023842828,-0.12546456023842828,3
1993-07,3,5,S3B5,,,0
1993-07,4,1,S4B1,-0.1356016768491116,-0.1443206768491116,3
1993-07,4,2,S4B2,-0.03939563694652968,-0.048114636946529676,2
1993-07,4,3,S4B3,-0.074518,-0.083237,1
1993-07,4,4,S4B4,-0.063651,-0.07237,1
1993-07,4,5,S4B5,-0.16425323093494884,-0.17297223093494885,2
1993-07,5,1,S5B1,-0.07295843585613286,-0.08167743585613287,5
1993-07,5,2,S5B2,0.005750055212699563,-0.002968944787300436,2
1993-07,5,3,S5B3,-0.04819626892791951,-0.05691526892791951,3
1993-07,5,4,S5B4,-0.048931246102998045,-0.05765024610299804,3
1993-07,5,5,S5B5,-0.09510462668980349,-0.1038236266898035,2
1993-08,1,1,S1B1,,,0
1993-08,1,2,S1B2,-0.00013898317583883855,-0.008857983175838838,2
1993-08,1,3,S1B3,-0.021053,-0.029772,1
1993-08,1,4,S1B4,0.07286545311765259,0.06414645311765259,2
1993-08,1,5,S1B5,-0.02288567100968397,-0.03160467100968397,2
1993-08,2,1,S2B1,,,0
1993-08,2,2,S2B2,0.10767641730300366,0.09895741730300366,2
1993-08,2,3,S2B3,0.05223354980595084,0.04351454980595084,2
1993-08,2,4,S2B4,,,0
1993-08,2,5,S2B5,0.024542254379591313,0.01582325437959131,3
1993-08,3,1,S3B1,0.1536083688030336,0.1448893688030336,2
1993-08,3,2,S3B2,0.053097,0.044378,1
1993-08,3,3,S3B3,0.11443124206557541,0.1057122420655754,3
1993-08,3,4,S3B4,0.047530162792041974,0.03881116279204198,3
1993-08,3,5,S3B5,,,0
1993-08,4,1,S4B1,0.06291975529674707,0.05420075529674707,3
1993-08,4,2,S4B2,0.07103212319352445,0.06231312319352445,2
1993-08,4,3,S4B3,0.06071399999999999,0.05199499999999999,1
1993-08,4,4,S4B4,0.005618,-0.0031009999999999996,1
1993-08,4,5,S4B5,0.017656025259361854,0.008937025259361854,2
1993-08,5,1,S5B1,0.07425839178242029,0.06553939178242028,5
1993-08,5,2,S5B2,0.08371146276645715,0.07499246276645714,2
1993-08,5,3,S5B3,0.12389240335344513,0.11517340335344513,3
1993-08,5,4,S5B4,0.003707854571217146,-0.005011145428782853,3
1993-08,5,5,S5B5,-0.01229644095829649,-0.021015440958296487,2
1993-09,1,1,S1B1,,,0
1993-09,1,2,S1B2,0.0055786854636353375,-0.003140314536364662,2
1993-09,1,3,S1B3,0.032258,0.023539000000000004,1
1993-09,1,4,S1B4,0.1351122612252849,0.1263932612252849,2
1993-09,1,5,S1B5,0.28453792138981554,0.27581892138981556,2
1993-09,2,1,S2B1,,,0
1993-09,2,2,S2B2,-0.03513469586997529,-0.043853695869975284,2
1993-09,2,3,S2B3,0.05117382664096474,0.04245482664096474,2
1993-09,2,4,S2B4,,,0
1993-09,2,5,S2B5,0.007185376125167366,-0.001533623874832633,3
1993-09,3,1,S3B1,-0.03401963030713385,-0.042738630307133846,2
1993-09,3,2,S3B2,0.025209999999999996,0.016491,1
1993-09,3,3,S3B3,-0.05462620040846879,-0.06334520040846879,3
1993-09,3,4,S3B4,-0.021631320411835957,-0.030350320411835954,3
1993-09,3,5,S3B5,,,0
1993-09,4,1,S4B1,-0.05247703287773055,-0.061196032877730545,3
1993-09,4,2,S4B2,-0.04827120409137999,-0.05699020409137999,2
1993-09,4,3,S4B3,-0.063973,-0.072692,1
1993-09,4,4,S4B4,0.019553,0.010834000000000002,1
1993-09,4,5,S4B5,0.030574177568582515,0.021855177568582518,2
1993-09,5,1,S5B1,-0.0458619272678119,-0.0545809272678119,5
1993-09,5,2,S5B2,-0.07367993777246105,-0.08239893777246106,2
1993-09,5,3,S5B3,-0.07257634329419688,-0.08129534329419688,3
1993-09,5,4,S5B4,-0.014720728647636959,-0.023439728647636958,3
1993-09,5,5,S5B5,-0.024793483988224136,-0.03351248398822414,2
1993-10,1,1,S1B1,,,0
1993-10,1,2,S1B2,-0.08463351143344298,-0.09335251143344299,2
1993-10,1,3,S1B3,-0.015625,-0.024343999999999998,1
1993-10,1,4,S1B4,0.3731015631617786,0.36438256316177864,2
1993-10,1,5,S1B5,0.14470322591447846,0.13598422591447845,2
1993-10,2,1,S2B1,,,0
1993-10,2,2,S2B2,-0.02019909087682749,-0.028918090876827486,2
1993-10,2,3,S2B3,0.10010815204678362,0.09138915204678362,2
1993-10,2,4,S2B4,,,0
1993-10,2,5,S2B5,-0.07393824588821332,-0.08265724588821333,3
1993-10,3,1,S3B1,-0.018726710643836793,-0.027445710643836795,2
1993-10,3,2,S3B2,-0.049179999999999995,-0.05789899999999999,1
1993-10,3,3,S3B3,-0.11734036689001923,-0.12605936689001923,3
1993-10,3,4,S3B4,-0.0633786966217549,-0.0720976966217549,3
1993-10,3,5,S3B5,,,0
1993-10,4,1,S4B1,-0.07536003227825051,-0.08407903227825052,3
1993-10,4,2,S4B2,-0.09857034138909532,-0.10728934138909532,2
1993-10,4,3,S4B3,-0.07554,-0.084259,1
1993-10,4,4,S4B4,-0.048219,-0.056937999999999996,1
1993-10,4,5,S4B5,-0.10485025037183121,-0.11356925037183122,2
1993-10,5,1,S5B1,-0.041424516460743396,-0.050143516460743394,5
1993-10,5,2,S5B2,-0.06435753483937365,-0.07307653483937365,2
1993-10,5,3,S5B3,-0.07404289906356608,-0.08276189906356608,3
1993-10,5,4,S5B4,-0.06345418143267978,-0.07217318143267978,3
1993-10,5,5,S5B5,-0.11608149992679276,-0.12480049992679276,2
1993-11,1,1,S1B1,,,0
1993-11,1,2,S1B2,0.23998623556737564,0.23126723556737563,2
1993-11,1,3,S1B3,0.103175,0.094456,1
1993-11,1,4,S1B4,0.32867529285607155,0.3199562928560716,2
1993-11,1,5,S1B5,0.16915422359458138,0.16043522359458137,2
1993-11,2,1,S2B1,,,0
1993-11,2,2,S2B2,0.1197459514537261,0.1110269514537261,2
1993-11,2,3,S2B3,0.32540546306504964,0.31668646306504966,2
1993-11,2,4,S2B4,,,0
1993-11,2,5,S2B5,0.4811440319666475,0.47242503196664754,3
1993-11,3,1,S3B1,0.061671475447766536,0.05295247544776654,2
1993-11,3,2,S3B2,0.187931,0.17921199999999998,1
1993-11,3,3,S3B3,0.13733298606091793,0.12861398606091792,3
1993-11,3,4,S3B4,0.20510537940919288,0.19638637940919287,3
1993-11,3,5,S3B5,,,0
1993-11,4,1,S4B1,0.04078145843003464,0.03206245843003464,3
1993-11,4,2,S4B2,0.0926716554840507,0.08395265548405069,2
1993-11,4,3,S4B3,0.178988,0.170269,1
1993-11,4,4,S4B4,0.118595,0.109876,1
1993-11,4,5,S4B5,0.17014969535283533,0.16143069535283533,2
1993-11,5,1,S5B1,0.02480255553327262,0.01608355553327262,5
1993-11,5,2,S5B2,0.15187024493606396,0.14315124493606396,2
1993-11,5,3,S5B3,0.14310772986982429,0.13438872986982428,3
1993-11,5,4,S5B4,0.09643350688692842,0.08771450688692842,3
1993-11,5,5,S5B5,0.04495251170523022,0.036233511705230224,2
1993-12,1,1,S1B1,,,0
1993-12,1,2,S1B2,0.02852898696534549,0.019809986965345493,2
1993-12,1,3,S1B3,-0.266187,-0.274906,1
1993-12,1,4,S1B4,0.07419311739253129,0.06547411739253128,2
1993-12,1,5,S1B5,-0.11046407184360049,-0.1191830718436005,2
1993-12,2,1,S2B1,,,0
1993-12,2,2,S2B2,0.001987920927331231,-0.006731079072668768,2
1993-12,2,3,S2B3,-0.1485939946524064,-0.15731299465240642,2
1993-12,2,4,S2B4,,,0
1993-12,2,5,S2B5,-0.08135151637670457,-0.09007051637670457,3
1993-12,3,1,S3B1,0.03988364724765198,0.03116464724765198,2
1993-12,3,2,S3B2,-0.23802600000000002,-0.24674500000000002,1
1993-12,3,3,S3B3,-0.09895007800949605,-0.10766907800949606,3
1993-12,3,4,S3B4,-0.19480692419534507,-0.20352592419534507,3
1993-12,3,5,S3B5,,,0
1993-12,4,1,S4B1,-0.08681833205369822,-0.09553733205369823,3
1993-12,4,2,S4B2,-0.19131300933495768,-0.20003200933495768,2
1993-12,4,3,S4B3,0.0,-0.008719,1
1993-12,4,4,S4B4,-0.077715,-0.08643400000000001,1
1993-12,4,5,S4B5,-0.28464442551260866,-0.29336342551260863,2
1993-12,5,1,S5B1,0.0014070243661107498,-0.007311975633889249,5
1993-12,5,2,S5B2,-0.00350877794811109,-0.012227777948111088,2
1993-12,5,3,S5B3,-0.05006135427900596,-0.05878035427900596,3
1993-12,5,4,S5B4,-0.18790335177338693,-0.19662235177338694,3
1993-12,5,5,S5B5,-0.24862334181122828,-0.2573423418112283,2
1994-01,1,1,S1B1,,,0
1994-01,1,2,S1B2,-0.1357957419688475,-0.1445147419688475,2
1994-01,1,3,S1B3,-0.101307,-0.110026,1
1994-01,1,4,S1B4,-0.07835102609514219,-0.0870700260951422,2
1994-01,1,5,S1B5,-0.12518517909188634,-0.13390417909188634,2
1994-01,2,1,S2B1,,,0
1994-01,2,2,S2B2,-0.20229140059566214,-0.21101040059566215,2
1994-01,2,3,S2B3,-0.014713302239022974,-0.023432302239022974,2
1994-01,2,4,S2B4,,,0
1994-01,2,5,S2B5,-0.07127586154622503,-0.07999486154622504,3
1994-01,3,1,S3B1,-0.16909713542883334,-0.17781613542883334,2
1994-01,3,2,S3B2,0.10571400000000002,0.09699500000000001,1
1994-01,3,3,S3B3,-0.19334705087602871,-0.20206605087602872,3
1994-01,3,4,S3B4,-0.030092562258297737,-0.03881156225829774,3
1994-01,3,5,S3B5,,,0
1994-01,4,1,S4B1,-0.18746481148300093,-0.19618381148300093,3
1994-01,4,2,S4B2,-0.14713152086173614,-0.15585052086173615,2
1994-01,4,3,S4B3,-0.22112199999999999,-0.229841,1
1994-01,4,4,S4B4,-0.020647,-0.029365999999999996,1
1994-01,4,5,S4B5,-0.1154245165296863,-0.1241435165296863,2
1994-01,5,1,S5B1,-0.1927905059638235,-0.2015095059638235,5
1994-01,5,2,S5B2,-0.21339001300863858,-0.22210901300863858,2
1994-01,5,3,S5B3,-0.22080918633634886,-0.22952818633634886,3
1994-01,5,4,S5B4,-0.15205228397333526,-0.16077128397333526,3
1994-01,5,5,S5B5,-0.17901926403547164,-0.18773826403547164,2
1994-02,1,1,S1B1,,,0
1994-02,1,2,S1B2,0.04333533087649011,0.03461633087649011,2
1994-02,1,3,S1B3,-0.009091,-0.01781,1
1994-02,1,4,S1B4,-0.031487042755344426,-0.04020604275534442,2
1994-02,1,5,S1B5,0.029104986007269407,0.02038598600726941,2
1994-02,2,1,S2B1,,,0
1994-02,2,2,S2B2,0.0702627814686309,0.0615437814686309,2
1994-02,2,3,S2B3,-0.03411625569590367,-0.04283525569590367,2
1994-02,2,4,S2B4,,,0
1994-02,2,5,S2B5,-0.04475821527197759,-0.05347721527197759,3
1994-02,3,1,S3B1,0.004550816476916349,-0.00416818352308365,2
1994-02,3,2,S3B2,0.020672,0.011953,1
1994-02,3,3,S3B3,0.040167414806613365,0.03144841480661337,3
1994-02,3,4,S3B4,-0.013328134559825256,-0.022047134559825255,3
1994-02,3,5,S3B5,,,0
1994-02,4,1,S4B1,0.023958019911585065,0.015239019911585066,3
1994-02,4,2,S4B2,0.03963473323327657,0.030915733233276572,2
1994-02,4,3,S4B3,0.072034,0.063315,1
1994-02,4,4,S4B4,-0.025641,-0.03436,1
1994-02,4,5,S4B5,0.033076392661235854,0.024357392661235856,2
1994-02,5,1,S5B1,-0.020234228122947867,-0.028953228122947865,5
1994-02,5,2,S5B2,0.06277198200470688,0.05405298200470688,2
1994-02,5,3,S5B3,0.07540068467042746,0.06668168467042745,3
1994-02,5,4,S5B4,-0.015628402341661643,-0.02434740234166164,3
1994-02,5,5,S5B5,-0.06572982843595376,-0.07444882843595377,2
1994-03,1,1,S1B1,,,0
1994-03,1,2,S1B2,-0.08306348446912748,-0.09178248446912748,2
1994-03,1,3,S1B3,-0.045872,-0.054591,1
1994-03,1,4,S1B4,0.13796866721276096,0.12924966721276096,2
1994-03,1,5,S1B5,0.014991334036349844,0.006272334036349844,2
1994-03,2,1,S2B1,,,0
1994-03,2,2,S2B2,-0.16800689590146373,-0.17672589590146373,2
1994-03,2,3,S2B3,-0.03251043754583231,-0.04122943754583231,2
1994-03,2,4,S2B4,,,0
1994-03,2,5,S2B5,0.07028103124880929,0.06156203124880929,3
1994-03,3,1,S3B1,-0.1599862863275532,-0.16870528632755322,2
1994-03,3,2,S3B2,-0.097046,-0.105765,1
1994-03,3,3,S3B3,-0.13652870589552554,-0.14524770589552555,3
1994-03,3,4,S3B4,-0.08346095735061185,-0.09217995735061185,3
1994-03,3,5,S3B5,,,0
1994-03,4,1,S4B1,-0.16392296194956843,-0.17264196194956843,3
1994-03,4,2,S4B2,-0.03622813038795024,-0.044947130387950236,2
1994-03,4,3,S4B3,-0.197628,-0.206347,1
1994-03,4,4,S4B4,-0.128655,-0.137374,1
1994-03,4,5,S4B5,-0.17524485435187992,-0.18396385435187992,2
1994-03,5,1,S5B1,-0.1683320399106604,-0.1770510399106604,5
1994-03,5,2,S5B2,-0.20249098243990327,-0.21120998243990327,2
