form_year,form_month,Stkcd,beta,size,ln_size,book_equity,be_me,ln_be_me,size_decile,beta_decile,beme_decile,size_beta_decile,size_beme_decile
1993,1993-06,000504,,3036502.480000,14.9262169110,174341818.230000,57.4153386596,4.0503114917,8,,1,,3
1993,1993-06,000505,,2783920.000000,14.8393705644,121702872.500000,43.7163684660,3.7777225964,8,,1,,1
1993,1993-06,000506,,1689271.630000,14.3398080058,,,,6,,,,
1993,1993-06,000507,,3265128.860000,14.9988097870,,,,8,,,,
1993,1993-06,000508,,3175115.000000,14.9708544101,,,,8,,,,
1993,1993-06,000509,,1178253.000000,13.9795433909,,,,4,,,,
1993,1993-06,000510,,726660.000000,13.4962139717,,,,3,,,,
1993,1993-06,000511,,872547.300000,13.6791721436,,,,4,,,,
1993,1993-06,600601,0.4755003617,297600.000000,12.6035055819,78806362.820000,264.8063266801,5.5789987161,1,1,10,4,9
1993,1993-06,600602,0.8901119837,2033315.850000,14.5251784421,712770141.330000,350.5457065758,5.8594911019,6,8,10,1,8
1993,1993-06,600603,,702000.000000,13.4616886830,81021657.020000,115.4154658405,4.7485383645,2,,4,,2
1993,1993-06,600604,,3287631.900000,15.0056780763,897493804.200000,272.9909647732,5.6094386986,9,,10,,8
1993,1993-06,600605,,1417044.400000,14.1640838520,202142506.120000,142.6507921135,4.9603996305,5,,6,,6
1993,1993-06,600606,,630793.250000,13.3547334333,115307202.590000,182.7971408857,5.2083770182,2,,8,,5
1993,1993-06,600607,,1062380.360000,13.8760225711,102158511.970000,96.1600155805,4.5660136328,4,,3,,3
1993,1993-06,600608,,509383.290000,13.1409560377,59055746.880000,115.9357757495,4.7530363804,1,,5,,7
1993,1993-06,600609,,6250052.420000,15.6481004089,1204410254.000000,192.7040243928,5.2611554594,9,,8,,6
1993,1993-06,600610,,2085310.000000,14.5504280832,515421402.980000,247.1677606591,5.5100672990,7,,10,,9
1993,1993-06,600611,,1444607.920000,14.1833485071,219461018.080000,151.9173576731,5.0233366735,5,,7,,8
1993,1993-06,600612,,702000.000000,13.4616886830,162057561.000000,230.8512264957,5.4417734619,2,,9,,6
1993,1993-06,600613,,1294524.000000,14.0736536180,162057561.000000,125.1869884220,4.8298085269,5,,5,,5
1993,1993-06,600614,,637275.000000,13.3649565525,149520809.240000,234.6252547801,5.4579895808,2,,9,,8
1993,1993-06,600615,,798533.300000,13.5905319490,152539886.020000,191.0250781276,5.2524047185,3,,8,,7
1993,1993-06,600616,,882252.420000,13.6902334845,91313061.650000,103.4999276624,4.6395709138,4,,4,,6
1993,1993-06,600617,,2257643.850000,14.6298322832,166246040.800000,73.6369648384,4.2991471393,7,,1,,1
1993,1993-06,600618,,11954562.000000,16.2966235208,2285612640.630000,191.1916673007,5.2532764186,10,,8,,8
1993,1993-06,600619,,2109262.630000,14.5618489799,295874633.380000,140.2739654948,4.9435974068,7,,6,,7
1993,1993-06,600620,,985897.950000,13.8013081292,93859609.010000,95.2021545536,4.5560025734,4,,3,,1
1993,1993-06,600621,,635640.120000,13.3623878331,109719514.850000,172.6126331516,5.1510499692,2,,7,,3
1993,1993-06,600622,,1614386.840000,14.2944657769,212621015.130000,131.7038827757,4.8805560903,6,,6,,3
1993,1993-06,600623,,10079720.420000,16.1260360841,1916128052.650000,190.0973412763,5.2475362635,10,,8,,6
1993,1993-06,600624,,672765.820000,13.4191525837,,,,2,,,,
1993,1993-06,600625,,1177827.500000,13.9791821978,,,,4,,,,
1993,1993-06,600626,,1380693.340000,14.1380963513,,,,5,,,,
1993,1993-06,600627,,5121975.600000,15.4490507820,,,,9,,,,
1993,1993-06,600628,,733800.000000,13.5059917909,,,,3,,,,
1993,1993-06,600629,,380914.730000,12.8503308233,,,,1,,,,
1993,1993-06,600630,,2114615.180000,14.5643834059,,,,7,,,,
1993,1993-06,600631,,4193517.130000,15.2490503503,,,,9,,,,
1993,1993-06,600632,,3228433.560000,14.9875076116,,,,8,,,,
1993,1993-06,600633,,1728187.500000,14.3625837294,,,,6,,,,
1993,1993-06,600634,,249299.380000,12.4264097825,,,,1,,,,
1993,1993-06,600635,,495450.000000,13.1132217195,,,,1,,,,
1993,1993-06,600636,,715500.000000,13.4807368780,,,,3,,,,
1993,1993-06,600637,,6061760.760000,15.6175108703,,,,9,,,,
1993,1993-06,600638,,2503423.260000,14.7331696572,,,,8,,,,
1993,1993-06,600639,,6705000.000000,15.7183640747,,,,10,,,,
1993,1993-06,600640,,2798600.000000,14.8446298501,,,,8,,,,
1993,1993-06,600641,,1942992.000000,14.4797396110,,,,6,,,,
1993,1993-06,600642,,42288165.920000,17.5600178394,,,,10,,,,
1993,1993-06,600643,,3862500.000000,15.1668252002,,,,9,,,,
1993,1993-06,600644,,1216344.000000,14.0113601962,,,,5,,,,
1993,1993-06,600645,,714719.560000,13.4796455210,,,,3,,,,
1993,1993-06,600646,,558000.000000,13.2321142414,,,,2,,,,
1993,1993-06,600647,,440300.000000,12.9952115917,,,,1,,,,
1993,1993-06,600648,,7750400.000000,15.8632550129,,,,10,,,,
1993,1993-06,600649,,11526282.000000,16.2601403771,,,,10,,,,
1993,1993-06,600650,,4765069.020000,15.3768225798,,,,9,,,,
1993,1993-06,600651,0.4161088871,220000.000000,12.3013828253,24134048.670000,109.7002212273,4.6977513839,1,1,4,1,3
1993,1993-06,600652,0.5709659360,213300.000000,12.2704549045,18301606.730000,85.8021881388,4.4520445090,1,3,2,7,1
1993,1993-06,600653,1.1279217175,750600.000000,13.5286281657,59488381.550000,79.2544385159,4.3726634177,3,10,2,7,1
1993,1993-06,600654,0.6006882172,756999.600000,13.5371180040,181214273.220000,239.3848995693,5.4780727150,3,4,9,1,9
1993,1993-06,600655,,4154877.500000,15.2397935033,522730888.410000,125.8113839481,4.8347838326,9,,5,,1
1993,1993-06,600656,0.6456783885,546546.500000,13.2113746699,174439712.000000,319.1671925445,5.7657150800,2,5,10,1,9
1993,1993-06,600657,,811147.050000,13.6062046360,,,,3,,,,
1993,1993-06,600658,,987554.400000,13.8029868628,,,,4,,,,
1993,1993-06,600659,,1200944.000000,13.9986184722,,,,4,,,,
1993,1993-06,600660,,2118889.500000,14.5664026887,,,,7,,,,
1993,1993-06,600661,,1524600.000000,14.2372426385,,,,6,,,,
1993,1993-06,600662,,530100.000000,13.1808209470,,,,1,,,,
1993,1993-06,600663,,14228500.000000,16.4707575534,,,,10,,,,
1993,1993-06,600664,,5254912.000000,15.4746738162,,,,9,,,,
1994,1994-06,000001,0.5061024221,3620976.560000,15.1022543154,1189129861.410000,328.4003201087,5.7942333523,10,3,2,1,3
1994,1994-06,000002,1.0942363199,983821.650000,13.7991999096,928417358.160000,943.6846182029,6.8497920194,8,8,10,7,9
1994,1994-06,000003,0.6186463624,862725.480000,13.6678518198,801300583.860000,928.8013422995,6.8338948756,8,6,10,4,8
1994,1994-06,000004,0.8522626209,425227.730000,12.9603801397,232798688.090000,547.4682662158,6.3053044988,4,7,6,6,8
1994,1994-06,000005,0.2439425331,279000.000000,12.5389670608,148736554.810000,533.1059312186,6.2787201497,2,1,6,1,5
1994,1994-06,000006,0.4107073909,714840.260000,13.4798143841,293598133.190000,410.7185193934,6.0179081122,7,1,4,1,4
1994,1994-06,000007,0.4972094634,398380.380000,12.8951625565,196127680.080000,492.3125985271,6.1991138776,3,2,5,1,6
1994,1994-06,000008,0.5849870855,201544.200000,12.2137639912,135614275.780000,672.8761025125,6.5115612154,1,5,8,1,9
1994,1994-06,000009,0.7485265563,3385788.640000,15.0350974180,1544704115.800000,456.2317025790,6.1230008002,10,7,4,7,4
1994,1994-06,000011,0.5871172074,2135726.010000,14.5743171984,1055103794.250000,494.0258204047,6.2025877838,10,5,5,4,5
1994,1994-06,000012,0.6388643429,1056414.680000,13.8703913556,799038247.500000,756.3679894149,6.6285280162,8,6,9,6,7
1994,1994-06,000013,0.4106714985,924532.850000,13.7370438619,578667528.810000,625.9026153695,6.4391947925,8,1,7,1,4
1994,1994-06,000014,0.5843087399,405920.480000,12.9139125573,204427681.010000,503.6150947841,6.2218122755,4,5,5,3,6
1994,1994-06,000015,0.5443960257,499527.920000,13.1214187714,354505045.370000,709.6801423432,6.5648143648,5,4,9,4,9
1994,1994-06,000016,0.5440951545,1427572.100000,14.1714857271,559026312.530000,391.5923493672,5.9702213736,9,3,3,1,3
1994,1994-06,000017,0.5804610977,1107851.710000,13.9179333016,730213036.660000,659.1252512125,6.4909135790,8,4,8,2,6
1994,1994-06,000018,0.5214354889,394586.690000,12.8855941416,302165596.140000,765.7774674052,6.6408916150,3,3,9,6,9
1994,1994-06,000019,,309469.320000,12.6426142386,215763691.540000,697.2054339345,6.5470801076,2,,9,,7
1994,1994-06,000020,0.4848383717,634042.200000,13.3598707927,309295983.000000,487.8160838506,6.1899384575,6,2,5,1,6
1994,1994-06,000021,,732590.250000,13.5043418205,,,,7,,,,
1994,1994-06,000022,,1163291.470000,13.9667640192,673680690.620000,579.1159894089,6.3615027846,8,,7,,3
1994,1994-06,000023,,324672.000000,12.6905707209,193983186.420000,597.4743323108,6.3927113244,2,,7,,6
1994,1994-06,000024,,732800.000000,13.5046280923,522814061.790000,713.4471367222,6.5701083441,7,,9,,8
1994,1994-06,000025,,609845.760000,13.3209613517,434273466.380000,712.1037725670,6.5682236488,6,,9,,9
1994,1994-06,000026,,412620.000000,12.9302823515,195684432.310000,474.2485393582,6.1617315289,4,,5,,6
1994,1994-06,000027,,1144000.000000,13.9500414509,778451954.480000,680.4649951748,6.5227763809,8,,8,,7
1994,1994-06,000028,,340000.000000,12.7367008966,287189817.960000,844.6759351765,6.7389530451,2,,10,,9
1994,1994-06,000029,,2845881.500000,14.8613834194,1972514371.660000,693.1119133597,6.5411914773,10,,9,,8
1994,1994-06,000030,,850512.000000,13.6535938001,634975649.960000,746.5804714807,6.6155034095,7,,9,,9
1994,1994-06,000031,,772200.000000,13.5569988628,787530533.330000,1019.8530605154,6.9274138376,7,,10,,10
1994,1994-06,000032,,426922.800000,12.9643584796,233214009.710000,546.2674041068,6.3031086070,4,,6,,8
1994,1994-06,000033,,783720.000000,13.5718070927,,,,7,,,,
1994,1994-06,000034,,873760.000000,13.6805610174,,,,8,,,,
1994,1994-06,000035,,359007.200000,12.7910977230,,,,3,,,,
1994,1994-06,000036,,369985.000000,12.8212177433,,,,3,,,,
1994,1994-06,000039,,608000.000000,13.3179301609,,,,6,,,,
1994,1994-06,000501,,932668.390000,13.7458049933,828340407.870000,888.1403259201,6.7891297552,8,,10,,8
1994,1994-06,000502,,429941.610000,12.9714046878,302885651.760000,704.4808986039,6.5574612176,4,,9,,9
1994,1994-06,000503,,538200.000000,13.1959855173,338882495.980000,629.6590412114,6.4451784685,5,,7,,7
1994,1994-06,000504,,1002824.400000,13.8183309768,553600888.570000,552.0417019869,6.3136235905,8,,6,,3
1994,1994-06,000505,,1561779.120000,14.2613361909,531508282.380000,340.3223129145,5.8298931477,9,,3,,3
1994,1994-06,000506,,535967.860000,13.1918294756,374523114.480000,698.7790545500,6.5493346044,5,,9,,9
1994,1994-06,000507,,1179303.920000,13.9804349241,1176854229.360000,997.9227656260,6.9056758842,8,,10,,9
1994,1994-06,000508,,1365432.300000,14.1269816398,890409962.470000,652.1084659195,6.4802109069,9,,8,,9
1994,1994-06,000509,,449869.200000,13.0167121528,278473891.600000,619.0107960269,6.4281227136,4,,7,,9
1994,1994-06,000510,,308368.080000,12.6390494134,244626274.520000,793.2931142549,6.6761927804,2,,9,,8
1994,1994-06,000511,,330434.930000,12.7081650354,297608593.980000,900.6571853042,6.8031247027,2,,10,,10
1994,1994-06,000513,,785440.950000,13.5740005588,546673377.050000,696.0082448591,6.5453615063,7,,9,,7
1994,1994-06,000514,,238853.160000,12.3836042488,132335186.870000,554.0441117463,6.3172443077,1,,6,,7
1994,1994-06,000515,,365314.610000,12.8085142065,157855055.890000,432.1071524897,6.0686735957,3,,4,,3
1994,1994-06,000516,,177182.450000,12.0849352716,120033872.680000,677.4591539963,6.5183492616,1,,8,,9
1994,1994-06,000517,,281679.820000,12.5485263148,138553962.000000,491.8845872594,6.1982441102,2,,5,,2
1994,1994-06,000518,,351377.760000,12.7696171630,208366868.750000,592.9995932298,6.3851937130,3,,7,,7
1994,1994-06,000519,,234660.430000,12.3658947694,126446132.780000,538.8472729723,6.2894321782,1,,6,,6
1994,1994-06,000520,,669242.530000,13.4139017996,370007812.550000,552.8755211508,6.3151328788,6,,6,,7
1994,1994-06,000521,,702586.500000,13.4625238043,375871773.410000,534.9829144312,6.2822348107,7,,6,,6
1994,1994-06,000522,,1526400.000000,14.2384225797,629449597.450000,412.3752603839,6.0219337610,9,,4,,4
1994,1994-06,000523,,617611.270000,13.3336145256,283597380.550000,459.1842706335,6.1294515906,6,,4,,4
1994,1994-06,000524,,555602.270000,13.2278079755,394318924.830000,709.7143876500,6.5648626182,5,,9,,10
1994,1994-06,000525,,202192.400000,12.2169749983,107993350.000000,534.1118162700,6.2806052108,1,,6,,6
1994,1994-06,000526,,236271.600000,12.3727372697,104689293.780000,443.0887748676,6.0937701447,1,,4,,4
1994,1994-06,000527,,1260547.200000,14.0470564704,570134891.570000,452.2915854083,6.1143270723,9,,4,,5
1994,1994-06,000528,,1250000.000000,14.0386541093,596383098.000000,477.1064784000,6.1677396911,9,,5,,5
1994,1994-06,000529,,1295959.540000,14.0747619363,761774050.030000,587.8069696759,6.3763986111,9,,7,,7
1994,1994-06,000530,,330544.500000,12.7084965737,253054104.520000,765.5674334923,6.6406173020,2,,9,,8
1994,1994-06,000531,,546912.000000,13.2120431909,,,,5,,,,
1994,1994-06,000532,,657153.000000,13.3956721471,,,,6,,,,
1994,1994-06,000533,,1685920.000000,14.3378219668,,,,10,,,,
1994,1994-06,000534,,733111.840000,13.5050535477,,,,7,,,,
1994,1994-06,000535,,682519.740000,13.4335467287,328468272.210000,481.2582742442,6.1764040787,6,,5,,5
1994,1994-06,000536,,331100.000000,12.7101757235,175210133.420000,529.1758786469,6.2713208504,2,,6,,4
1994,1994-06,000537,,390457.870000,12.8750753551,270605822.250000,693.0474272423,6.5410984344,3,,9,,9
1994,1994-06,000538,,313280.000000,12.6548526383,164226343.440000,524.2158562308,6.2619035389,2,,6,,3
1994,1994-06,000539,,3796771.500000,15.1496616583,2454721761.000000,646.5287049800,6.4716175978,10,,8,,7
1994,1994-06,000540,,220267.920000,12.3025999026,,,,1,,,,
1994,1994-06,000541,,1169125.500000,13.9717665914,536096166.510000,458.5445844009,6.1280575267,8,,4,,2
1994,1994-06,000542,,770384.000000,13.5546443708,261340301.110000,339.2338121119,5.8266895809,7,,2,,2
1994,1994-06,000543,,1992450.000000,14.5048755952,1085648634.670000,544.8812440312,6.3005678701,10,,6,,5
1994,1994-06,000544,,549780.000000,13.2172734772,347988786.000000,632.9600676634,6.4504073359,5,,8,,8
1994,1994-06,000545,,309288.000000,12.6420281606,253605128.120000,819.9643313675,6.7092608410,2,,10,,9
1994,1994-06,000546,,359520.000000,12.7925250874,207414806.810000,576.9214697652,6.3577061563,3,,7,,6
1994,1994-06,000547,,175626.000000,12.0761120130,90794638.930000,516.9772068486,6.2479987862,1,,5,,5
1994,1994-06,000548,,607231.400000,13.3166652165,408615854.840000,672.9162142142,6.5116208259,6,,8,,9
1994,1994-06,000549,,193800.000000,12.1745819784,132401623.900000,683.1869138287,6.5267684881,1,,8,,10
1994,1994-06,000550,,1516104.880000,14.2316550248,985717066.400000,650.1641670067,6.4772248956,9,,8,,9
1994,1994-06,000551,,379890.000000,12.8476370161,,,,3,,,,
1994,1994-06,000552,,377300.000000,12.8407959060,,,,3,,,,
1994,1994-06,000553,,371600.880000,12.8255756541,220032970.000000,592.1217678494,6.3837123027,3,,7,,7
1994,1994-06,000554,,590180.160000,13.2881831252,369908696.920000,626.7725043824,6.4405836429,6,,7,,8
1994,1994-06,000555,,253665.810000,12.4437729710,,,,1,,,,
1994,1994-06,000556,,475000.000000,13.0710700830,,,,4,,,,
1994,1994-06,000557,,304140.000000,12.6252434007,,,,2,,,,
1994,1994-06,000558,,311320.000000,12.6485766011,,,,2,,,,
1994,1994-06,000559,,365150.000000,12.8080635070,,,,3,,,,
1994,1994-06,000560,,344400.000000,12.7495590515,,,,2,,,,
1994,1994-06,000561,,631072.000000,13.3551752396,,,,6,,,,
1994,1994-06,000562,,595000.000000,13.2963166845,319934123.330000,537.7044089580,6.2873089834,6,,6,,7
1994,1994-06,000563,,437804.200000,12.9895270574,,,,4,,,,
1994,1994-06,000564,,306954.310000,12.6344541881,,,,2,,,,
1994,1994-06,000565,,248026.000000,12.4212888584,,,,1,,,,
1994,1994-06,000566,,520000.000000,13.1615840906,,,,5,,,,
1994,1994-06,000567,,309000.000000,12.6410965559,,,,2,,,,
1994,1994-06,000568,,631617.600000,13.3560394267,,,,6,,,,
1994,1994-06,000569,,1634962.000000,14.3071301205,,,,10,,,,
1994,1994-06,000571,,486400.000000,13.0947866096,,,,5,,,,
1994,1994-06,600600,,2328761.500000,14.6608471392,1867407486.000000,801.8886803135,6.6869697956,10,,10,,9
1994,1994-06,600601,0.4833388382,515520.000000,13.1529313790,89858694.900000,174.3069035149,5.1608175588,5,2,1,1,1
1994,1994-06,600602,0.9190720247,675214.320000,13.4227854306,913954734.810000,1353.5772387203,7.2105061733,6,8,10,6,10
1994,1994-06,600603,1.9425051758,410000.000000,12.9239124387,164804275.010000,401.9616463659,5.9963566770,4,9,3,8,4
1994,1994-06,600604,3.7630026080,972257.000000,13.7873754518,1049024871.100000,1078.9584143904,6.9837514236,8,10,10,9,10
1994,1994-06,600605,4.3811408299,578028.000000,13.2673775894,257587735.550000,445.6319340067,6.0994933512,6,10,4,9,3
1994,1994-06,600606,3.5111141495,228662.550000,12.3400026150,144144594.060000,630.3812935699,6.4463248642,1,9,8,6,8
1994,1994-06,600607,2.8414602610,506829.610000,13.1359301511,141886957.290000,279.9500157262,5.6346110720,5,9,2,7,5
1994,1994-06,600608,3.9714945485,258019.270000,12.4607895510,102984197.390000,399.1337445068,5.9892965600,1,10,3,8,3
1994,1994-06,600609,,1846441.470000,14.4287708150,1612691082.000000,873.4049295372,6.7723992851,10,,10,,9
1994,1994-06,600610,,861714.670000,13.6666794856,566197498.980000,657.0591388214,6.4877740279,8,,8,,6
1994,1994-06,600611,,726483.520000,13.4959710776,379194688.450000,521.9591057620,6.2575892434,7,,5,,6
1994,1994-06,600612,,325887.410000,12.6943072326,185408764.680000,568.9350339739,6.3437662518,2,,6,,6
1994,1994-06,600613,,843310.990000,13.6450910776,311973678.940000,369.9390647571,5.9133383022,7,,3,,3
1994,1994-06,600614,,438009.690000,12.9899963124,182712024.660000,417.1415126912,6.0334255232,4,,4,,5
1994,1994-06,600615,,471099.470000,13.0628245397,208998820.590000,443.6405343228,6.0950146271,4,,4,,5
1994,1994-06,600616,,381328.310000,12.8514159891,134853634.570000,353.6418121435,5.8682845708,3,,3,,1
1994,1994-06,600617,,848393.040000,13.6510992980,276677452.240000,326.1194271938,5.7872636554,7,,2,,2
1994,1994-06,600618,,2524322.280000,14.7414831807,2411411001.380000,955.2706563997,6.8619947102,10,,10,,10
1994,1994-06,600619,,809410.050000,13.6040609280,528179409.120000,652.5486175023,6.4808856460,7,,8,,7
1994,1994-06,600620,,474265.590000,13.0695227602,169276439.650000,356.9233004022,5.8775209139,4,,3,,3
1994,1994-06,600621,,388731.530000,12.8706442301,147738482.610000,380.0527387372,5.9403100292,3,,3,,2
1994,1994-06,600622,,1230009.020000,14.0225320607,345777595.250000,281.1179346067,5.6387742774,9,,2,,1
1994,1994-06,600623,,3261218.960000,14.9976115976,2168706093.170000,664.9986154778,6.4997849587,10,,8,,8
1994,1994-06,600624,,493557.460000,13.1093945647,176538149.270000,357.6850996640,5.8796529894,5,,3,,5
1994,1994-06,600625,,711292.900000,13.4748395789,257426248.450000,361.9131421809,5.8914042443,7,,3,,3
1994,1994-06,600626,,620625.470000,13.3384830711,293785090.410000,473.3693743023,6.1598760019,6,,5,,5
1994,1994-06,600627,,1336350.940000,14.1054532782,771578308.190000,577.3770086097,6.3584954476,9,,7,,6
1994,1994-06,600628,,466338.900000,13.0526679020,154769093.560000,331.8811567296,5.8047769432,4,,2,,2
1994,1994-06,600629,,329012.990000,12.7038525123,58819950.220000,178.7769845197,5.1861391325,2,,1,,1
1994,1994-06,600630,,533854.920000,13.1878793956,357041288.170000,668.7983472551,6.5054825906,5,,8,,8
1994,1994-06,600631,,1423355.960000,14.1685279934,840527359.810000,590.5250572808,6.3810120687,9,,7,,7
1994,1994-06,600632,,1232495.420000,14.0245514689,735741303.350000,596.9525658359,6.3918376560,9,,7,,8
1994,1994-06,600633,,724314.720000,13.4929812730,361715720.980000,499.3902664024,6.2133878871,7,,5,,5
1994,1994-06,600634,,226791.090000,12.3317845643,64858091.850000,285.9816576127,5.6559276745,1,,2,,1
1994,1994-06,600635,,509581.800000,13.1413456683,102875968.330000,201.8831291267,5.3076889613,5,,1,,2
1994,1994-06,600636,,412920.000000,12.9310091486,142944576.900000,346.1798336239,5.8469583904,4,,3,,2
1994,1994-06,600637,,1779747.970000,14.3919823224,992453512.200000,557.6371086969,6.3237084080,10,,6,,6
1994,1994-06,600638,,1469778.020000,14.2006219405,436259630.230000,296.8200805112,5.6931261657,9,,2,,1
1994,1994-06,600639,,3546600.000000,15.0814999560,822193100.490000,231.8257205464,5.4459858848,10,,1,,2
1994,1994-06,600640,,2286778.500000,14.6426546165,510001483.370000,223.0218114129,5.4072695757,10,,1,,1
1994,1994-06,600641,,1201392.000000,13.9989914425,166010177.650000,138.1815241403,4.9285682131,8,,1,,1
1994,1994-06,600642,,10307740.440000,16.1484056700,3573473444.030000,346.6786406614,5.8483982432,10,,3,,3
1994,1994-06,600643,,1197000.000000,13.9953289845,538750455.060000,450.0839223559,6.1094340595,8,,4,,2
1994,1994-06,600644,,288723.600000,12.5732251081,148031238.360000,512.7091736180,6.2397087714,2,,5,,3
1994,1994-06,600645,,632917.340000,13.3580951081,137284017.170000,216.9067088129,5.3794673478,6,,1,,1
1994,1994-06,600646,,478258.950000,13.0779076012,92550611.390000,193.5156914262,5.2653586018,5,,1,,2
1994,1994-06,600647,,262232.080000,12.4769851922,36392890.990000,138.7812314573,4.9328988189,1,,1,,1
